Código da Instituição,Nome da Instituição,Categoria Administrativa,Organização Acadêmica,Código do Curso de Graduação,Nome do Curso de Graduação,Código da Região Geográfica do Curso,Código da Unidade Federativa do Curso,Código do Município do Curso,Grau Acadêmico,Modalidade de Ensino,Código da área do Curso segundo a classificação CINE BRASIL,Nome da área do Curso segundo a classificação CINE BRASIL,Código da Grande Área do Curso segundo a classificação CINE BRASIL,Nome da Grande Área do Curso segundo a classificação CINE BRASIL,Ano de Ingresso,Ano de Referência,Prazo de Integralização em Anos,Ano de Integralização do Curso,Prazo de Acompanhamento do Curso em anos,Ano Máximo de Acompanhamento do Curso,Quantidade de Ingressantes no Curso,Quantidade de Permanência no Curso no ano de referência,Quantidade de Concluintes no Curso no ano de referência,Quantidade de Desistência no Curso no ano de referência,Quantidade de Falecimentos no Curso no ano de referência,Indicadores de Trajetória,Taxa de Permanência - TAP,Taxa de Conclusão Acumulada - TCA,Taxa de Desistência Acumulada - TDA,Taxa de Conclusão Anual - TCAN,Taxa de Desistência Anual - TADA
CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18395,MÚSICA,2,24,2408102,2,1,0114M02,Música formação de professor,01,Educação,2019,2021,5,2023,8,2026,41,38,1,0,0,"92,7","2,4","4,9","2,4","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18395,MÚSICA,2,24,2408102,2,1,0114M02,Música formação de professor,01,Educação,2019,2022,5,2023,8,2026,41,29,9,0,0,"70,7","24,4","4,9","22,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18395,MÚSICA,2,24,2408102,2,1,0114M02,Música formação de professor,01,Educação,2019,2023,5,2023,8,2026,41,10,8,11,0,"24,4","43,9","31,7","19,5","26,8"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18852,DIREITO,2,24,2402006,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2019,6,2024,10,2028,58,57,0,1,0,"98,3","0,0","1,7","0,0","1,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18852,DIREITO,2,24,2402006,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2020,6,2024,10,2028,58,50,0,7,0,"86,2","0,0","13,8","0,0","12,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18852,DIREITO,2,24,2402006,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2021,6,2024,10,2028,58,44,4,2,0,"75,9","6,9","17,2","6,9","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18852,DIREITO,2,24,2402006,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2022,6,2024,10,2028,58,40,2,2,0,"69,0","10,3","20,7","3,4","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18852,DIREITO,2,24,2402006,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2023,6,2024,10,2028,58,10,28,2,0,"17,2","58,6","24,1","48,3","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18853,ENGENHARIA DE PRODUÇÃO,2,24,2408102,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2019,2019,7,2025,10,2028,98,98,0,0,0,"100,0","0,0","0,0","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18853,ENGENHARIA DE PRODUÇÃO,2,24,2408102,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2019,2020,7,2025,10,2028,98,94,0,4,0,"95,9","0,0","4,1","0,0","4,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18853,ENGENHARIA DE PRODUÇÃO,2,24,2408102,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2019,2021,7,2025,10,2028,98,91,0,3,0,"92,9","0,0","7,1","0,0","3,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18853,ENGENHARIA DE PRODUÇÃO,2,24,2408102,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2019,2022,7,2025,10,2028,98,88,1,2,0,"89,8","1,0","9,2","1,0","2,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18853,ENGENHARIA DE PRODUÇÃO,2,24,2408102,1,1,0725E02,Engenharia de produção,07,"Engenharia, produção e construção",2019,2023,7,2025,10,2028,98,65,5,18,0,"66,3","6,1","27,6","5,1","18,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18854,ENGENHARIA TÊXTIL,2,24,2408102,1,1,0723E01,Engenharia têxtil,07,"Engenharia, produção e construção",2019,2019,6,2024,10,2028,70,62,0,8,0,"88,6","0,0","11,4","0,0","11,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18854,ENGENHARIA TÊXTIL,2,24,2408102,1,1,0723E01,Engenharia têxtil,07,"Engenharia, produção e construção",2019,2020,6,2024,10,2028,70,49,0,13,0,"70,0","0,0","30,0","0,0","18,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18854,ENGENHARIA TÊXTIL,2,24,2408102,1,1,0723E01,Engenharia têxtil,07,"Engenharia, produção e construção",2019,2021,6,2024,10,2028,70,39,0,10,0,"55,7","0,0","44,3","0,0","14,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18854,ENGENHARIA TÊXTIL,2,24,2408102,1,1,0723E01,Engenharia têxtil,07,"Engenharia, produção e construção",2019,2022,6,2024,10,2028,70,33,0,6,0,"47,1","0,0","52,9","0,0","8,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,18854,ENGENHARIA TÊXTIL,2,24,2408102,1,1,0723E01,Engenharia têxtil,07,"Engenharia, produção e construção",2019,2023,6,2024,10,2028,70,14,2,17,0,"20,0","2,9","77,1","2,9","24,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20339,ENGENHARIA DE MATERIAIS,2,24,2408102,1,1,0722E01,Engenharia de materiais,07,"Engenharia, produção e construção",2019,2019,6,2024,10,2028,28,25,0,3,0,"89,3","0,0","10,7","0,0","10,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20339,ENGENHARIA DE MATERIAIS,2,24,2408102,1,1,0722E01,Engenharia de materiais,07,"Engenharia, produção e construção",2019,2020,6,2024,10,2028,28,22,2,1,0,"78,6","7,1","14,3","7,1","3,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20339,ENGENHARIA DE MATERIAIS,2,24,2408102,1,1,0722E01,Engenharia de materiais,07,"Engenharia, produção e construção",2019,2021,6,2024,10,2028,28,16,6,0,0,"57,1","28,6","14,3","21,4","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20339,ENGENHARIA DE MATERIAIS,2,24,2408102,1,1,0722E01,Engenharia de materiais,07,"Engenharia, produção e construção",2019,2022,6,2024,10,2028,28,9,6,1,0,"32,1","50,0","17,9","21,4","3,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20339,ENGENHARIA DE MATERIAIS,2,24,2408102,1,1,0722E01,Engenharia de materiais,07,"Engenharia, produção e construção",2019,2023,6,2024,10,2028,28,1,3,5,0,"3,6","60,7","35,7","10,7","17,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20938,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2019,5,2023,8,2026,223,211,0,12,0,"94,6","0,0","5,4","0,0","5,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20938,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2020,5,2023,8,2026,223,193,1,17,0,"86,5","0,4","13,0","0,4","7,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20938,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2021,5,2023,8,2026,223,183,0,10,0,"82,1","0,4","17,5","0,0","4,5"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20938,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2022,5,2023,8,2026,223,181,1,1,0,"81,2","0,9","17,9","0,4","0,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,20938,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2023,5,2023,8,2026,223,118,31,32,0,"52,9","14,8","32,3","13,9","14,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,24803,MÚSICA,2,24,2408102,1,1,0215M01,Música,02,Artes e humanidades,2019,2019,5,2023,8,2026,18,17,0,1,0,"94,4","0,0","5,6","0,0","5,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,24803,MÚSICA,2,24,2408102,1,1,0215M01,Música,02,Artes e humanidades,2019,2020,5,2023,8,2026,18,17,0,0,0,"94,4","0,0","5,6","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,24803,MÚSICA,2,24,2408102,1,1,0215M01,Música,02,Artes e humanidades,2019,2021,5,2023,8,2026,18,17,0,0,0,"94,4","0,0","5,6","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,24803,MÚSICA,2,24,2408102,1,1,0215M01,Música,02,Artes e humanidades,2019,2022,5,2023,8,2026,18,15,2,0,0,"83,3","11,1","5,6","11,1","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,24803,MÚSICA,2,24,2408102,1,1,0215M01,Música,02,Artes e humanidades,2019,2023,5,2023,8,2026,18,6,2,7,0,"33,3","22,2","44,4","11,1","38,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,29462,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2019,5,2023,9,2027,88,85,0,3,0,"96,6","0,0","3,4","0,0","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,29462,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2020,5,2023,9,2027,88,84,0,1,0,"95,5","0,0","4,5","0,0","1,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,29462,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2021,5,2023,9,2027,88,83,0,1,0,"94,3","0,0","5,7","0,0","1,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,29462,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2022,5,2023,9,2027,88,80,0,3,0,"90,9","0,0","9,1","0,0","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,29462,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2023,5,2023,9,2027,88,52,15,13,0,"59,1","17,0","23,9","17,0","14,8"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,31160,LETRAS - LÍNGUA PORTUGUESA,2,24,2408102,2,1,0115L13,Letras português formação de professor,01,Educação,2019,2019,5,2023,8,2026,89,86,0,3,0,"96,6","0,0","3,4","0,0","3,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,31160,LETRAS - LÍNGUA PORTUGUESA,2,24,2408102,2,1,0115L13,Letras português formação de professor,01,Educação,2019,2020,5,2023,8,2026,89,79,0,7,0,"88,8","0,0","11,2","0,0","7,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,31160,LETRAS - LÍNGUA PORTUGUESA,2,24,2408102,2,1,0115L13,Letras português formação de professor,01,Educação,2019,2021,5,2023,8,2026,89,78,0,1,0,"87,6","0,0","12,4","0,0","1,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,31160,LETRAS - LÍNGUA PORTUGUESA,2,24,2408102,2,1,0115L13,Letras português formação de professor,01,Educação,2019,2022,5,2023,8,2026,89,72,5,1,0,"80,9","5,6","13,5","5,6","1,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,31160,LETRAS - LÍNGUA PORTUGUESA,2,24,2408102,2,1,0115L13,Letras português formação de professor,01,Educação,2019,2023,5,2023,8,2026,89,44,21,7,0,"49,4","29,2","21,3","23,6","7,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,32296,LETRAS - FRANCÊS,2,24,2408102,2,1,0115L03,Letras francês formação de professor,01,Educação,2019,2019,5,2023,8,2026,33,28,0,5,0,"84,8","0,0","15,2","0,0","15,2"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,32296,LETRAS - FRANCÊS,2,24,2408102,2,1,0115L03,Letras francês formação de professor,01,Educação,2019,2020,5,2023,8,2026,33,19,0,9,0,"57,6","0,0","42,4","0,0","27,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,32296,LETRAS - FRANCÊS,2,24,2408102,2,1,0115L03,Letras francês formação de professor,01,Educação,2019,2021,5,2023,8,2026,33,16,0,3,0,"48,5","0,0","51,5","0,0","9,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,32296,LETRAS - FRANCÊS,2,24,2408102,2,1,0115L03,Letras francês formação de professor,01,Educação,2019,2022,5,2023,8,2026,33,12,1,3,0,"36,4","3,0","60,6","3,0","9,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,32296,LETRAS - FRANCÊS,2,24,2408102,2,1,0115L03,Letras francês formação de professor,01,Educação,2019,2023,5,2023,8,2026,33,4,4,4,0,"12,1","15,2","72,7","12,1","12,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,34277,LETRAS - INGLÊS,2,24,2408102,2,1,0115L04,Letras inglês formação de professor,01,Educação,2019,2019,5,2023,8,2026,30,28,0,2,0,"93,3","0,0","6,7","0,0","6,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,34277,LETRAS - INGLÊS,2,24,2408102,2,1,0115L04,Letras inglês formação de professor,01,Educação,2019,2020,5,2023,8,2026,30,28,0,0,0,"93,3","0,0","6,7","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,34277,LETRAS - INGLÊS,2,24,2408102,2,1,0115L04,Letras inglês formação de professor,01,Educação,2019,2021,5,2023,8,2026,30,27,0,1,0,"90,0","0,0","10,0","0,0","3,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,34277,LETRAS - INGLÊS,2,24,2408102,2,1,0115L04,Letras inglês formação de professor,01,Educação,2019,2022,5,2023,8,2026,30,19,8,0,0,"63,3","26,7","10,0","26,7","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,34277,LETRAS - INGLÊS,2,24,2408102,2,1,0115L04,Letras inglês formação de professor,01,Educação,2019,2023,5,2023,8,2026,30,9,6,4,0,"30,0","46,7","23,3","20,0","13,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60286,ECOLOGIA,2,24,2408102,1,1,0521E01,Ecologia,05,"Ciências naturais, matemática e estatística",2019,2019,5,2023,8,2026,87,78,0,9,0,"89,7","0,0","10,3","0,0","10,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60286,ECOLOGIA,2,24,2408102,1,1,0521E01,Ecologia,05,"Ciências naturais, matemática e estatística",2019,2020,5,2023,8,2026,87,69,0,9,0,"79,3","0,0","20,7","0,0","10,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60286,ECOLOGIA,2,24,2408102,1,1,0521E01,Ecologia,05,"Ciências naturais, matemática e estatística",2019,2021,5,2023,8,2026,87,60,0,9,0,"69,0","0,0","31,0","0,0","10,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60286,ECOLOGIA,2,24,2408102,1,1,0521E01,Ecologia,05,"Ciências naturais, matemática e estatística",2019,2022,5,2023,8,2026,87,48,5,7,0,"55,2","5,7","39,1","5,7","8,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60286,ECOLOGIA,2,24,2408102,1,1,0521E01,Ecologia,05,"Ciências naturais, matemática e estatística",2019,2023,5,2023,8,2026,87,24,11,13,0,"27,6","18,4","54,0","12,6","14,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60288,BIOMEDICINA,2,24,2408102,1,1,0914B01,Biomedicina,09,Saúde e bem-estar,2019,2019,6,2024,10,2028,77,70,0,7,0,"90,9","0,0","9,1","0,0","9,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60288,BIOMEDICINA,2,24,2408102,1,1,0914B01,Biomedicina,09,Saúde e bem-estar,2019,2020,6,2024,10,2028,77,61,0,9,0,"79,2","0,0","20,8","0,0","11,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60288,BIOMEDICINA,2,24,2408102,1,1,0914B01,Biomedicina,09,Saúde e bem-estar,2019,2021,6,2024,10,2028,77,60,0,1,0,"77,9","0,0","22,1","0,0","1,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60288,BIOMEDICINA,2,24,2408102,1,1,0914B01,Biomedicina,09,Saúde e bem-estar,2019,2022,6,2024,10,2028,77,59,0,1,0,"76,6","0,0","23,4","0,0","1,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,60288,BIOMEDICINA,2,24,2408102,1,1,0914B01,Biomedicina,09,Saúde e bem-estar,2019,2023,6,2024,10,2028,77,25,20,14,0,"32,5","26,0","41,6","26,0","18,2"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,95667,ARTES VISUAIS,2,24,2408102,2,1,0114A02,Artes visuais formação de professor,01,Educação,2019,2019,5,2023,8,2026,44,39,0,5,0,"88,6","0,0","11,4","0,0","11,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,95667,ARTES VISUAIS,2,24,2408102,2,1,0114A02,Artes visuais formação de professor,01,Educação,2019,2020,5,2023,8,2026,44,36,0,3,0,"81,8","0,0","18,2","0,0","6,8"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,95667,ARTES VISUAIS,2,24,2408102,2,1,0114A02,Artes visuais formação de professor,01,Educação,2019,2021,5,2023,8,2026,44,34,0,2,0,"77,3","0,0","22,7","0,0","4,5"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,95667,ARTES VISUAIS,2,24,2408102,2,1,0114A02,Artes visuais formação de professor,01,Educação,2019,2022,5,2023,8,2026,44,34,0,0,0,"77,3","0,0","22,7","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,95667,ARTES VISUAIS,2,24,2408102,2,1,0114A02,Artes visuais formação de professor,01,Educação,2019,2023,5,2023,8,2026,44,28,2,4,0,"63,6","4,5","31,8","4,5","9,1"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,96878,ENGENHARIA DE ALIMENTOS,2,24,2408102,1,1,0721E01,Engenharia de alimentos,07,"Engenharia, produção e construção",2019,2019,7,2025,10,2028,44,44,0,0,0,"100,0","0,0","0,0","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,96878,ENGENHARIA DE ALIMENTOS,2,24,2408102,1,1,0721E01,Engenharia de alimentos,07,"Engenharia, produção e construção",2019,2020,7,2025,10,2028,44,37,0,7,0,"84,1","0,0","15,9","0,0","15,9"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,96878,ENGENHARIA DE ALIMENTOS,2,24,2408102,1,1,0721E01,Engenharia de alimentos,07,"Engenharia, produção e construção",2019,2021,7,2025,10,2028,44,35,0,2,0,"79,5","0,0","20,5","0,0","4,5"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,96878,ENGENHARIA DE ALIMENTOS,2,24,2408102,1,1,0721E01,Engenharia de alimentos,07,"Engenharia, produção e construção",2019,2022,7,2025,10,2028,44,33,0,2,0,"75,0","0,0","25,0","0,0","4,5"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,96878,ENGENHARIA DE ALIMENTOS,2,24,2408102,1,1,0721E01,Engenharia de alimentos,07,"Engenharia, produção e construção",2019,2023,7,2025,10,2028,44,16,0,17,0,"36,4","0,0","63,6","0,0","38,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108336,TEATRO,2,24,2408102,2,1,0114T01,Teatro formação de professor,01,Educação,2019,2019,5,2023,8,2026,40,38,0,2,0,"95,0","0,0","5,0","0,0","5,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108336,TEATRO,2,24,2408102,2,1,0114T01,Teatro formação de professor,01,Educação,2019,2020,5,2023,8,2026,40,38,0,0,0,"95,0","0,0","5,0","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108336,TEATRO,2,24,2408102,2,1,0114T01,Teatro formação de professor,01,Educação,2019,2021,5,2023,8,2026,40,38,0,0,0,"95,0","0,0","5,0","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108336,TEATRO,2,24,2408102,2,1,0114T01,Teatro formação de professor,01,Educação,2019,2022,5,2023,8,2026,40,34,2,2,0,"85,0","5,0","10,0","5,0","5,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108336,TEATRO,2,24,2408102,2,1,0114T01,Teatro formação de professor,01,Educação,2019,2023,5,2023,8,2026,40,21,9,4,0,"52,5","27,5","20,0","22,5","10,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108348,TURISMO,2,24,2403103,1,1,1015T01,Turismo,10,Serviços,2019,2019,5,2023,8,2026,36,29,0,7,0,"80,6","0,0","19,4","0,0","19,4"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108348,TURISMO,2,24,2403103,1,1,1015T01,Turismo,10,Serviços,2019,2020,5,2023,8,2026,36,27,0,2,0,"75,0","0,0","25,0","0,0","5,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108348,TURISMO,2,24,2403103,1,1,1015T01,Turismo,10,Serviços,2019,2021,5,2023,8,2026,36,26,0,1,0,"72,2","0,0","27,8","0,0","2,8"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108348,TURISMO,2,24,2403103,1,1,1015T01,Turismo,10,Serviços,2019,2022,5,2023,8,2026,36,26,0,0,0,"72,2","0,0","27,8","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108348,TURISMO,2,24,2403103,1,1,1015T01,Turismo,10,Serviços,2019,2023,5,2023,8,2026,36,12,3,11,0,"33,3","8,3","58,3","8,3","30,6"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108486,ENFERMAGEM,2,24,2411205,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2019,5,2023,9,2027,44,44,0,0,0,"100,0","0,0","0,0","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108486,ENFERMAGEM,2,24,2411205,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2020,5,2023,9,2027,44,41,0,3,0,"93,2","0,0","6,8","0,0","6,8"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108486,ENFERMAGEM,2,24,2411205,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2021,5,2023,9,2027,44,41,0,0,0,"93,2","0,0","6,8","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108486,ENFERMAGEM,2,24,2411205,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2022,5,2023,9,2027,44,41,0,0,0,"93,2","0,0","6,8","0,0","0,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,108486,ENFERMAGEM,2,24,2411205,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2023,5,2023,9,2027,44,7,32,2,0,"15,9","72,7","11,4","72,7","4,5"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113096,GEOFISICA,2,24,2408102,1,1,0532G01,Geofísica,05,"Ciências naturais, matemática e estatística",2019,2019,5,2023,8,2026,45,33,0,12,0,"73,3","0,0","26,7","0,0","26,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113096,GEOFISICA,2,24,2408102,1,1,0532G01,Geofísica,05,"Ciências naturais, matemática e estatística",2019,2020,5,2023,8,2026,45,27,0,6,0,"60,0","0,0","40,0","0,0","13,3"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113096,GEOFISICA,2,24,2408102,1,1,0532G01,Geofísica,05,"Ciências naturais, matemática e estatística",2019,2021,5,2023,8,2026,45,24,0,3,0,"53,3","0,0","46,7","0,0","6,7"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113096,GEOFISICA,2,24,2408102,1,1,0532G01,Geofísica,05,"Ciências naturais, matemática e estatística",2019,2022,5,2023,8,2026,45,23,0,1,0,"51,1","0,0","48,9","0,0","2,2"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113096,GEOFISICA,2,24,2408102,1,1,0532G01,Geofísica,05,"Ciências naturais, matemática e estatística",2019,2023,5,2023,8,2026,45,12,2,9,0,"26,7","4,4","68,9","4,4","20,0"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,1,113098,QUÍMICA DO PETRÓLEO,2,24,2408102,1,1,0531Q02,Química industrial e tecnológica,05,"Ciências naturais, matemática e estatística",2019,2019,5,2023,8,2026,49,40,0,9,0,"81,6","0,0","18,4","0,0","18,4"
