Código da Instituição,Nome da Instituição,Categoria Administrativa,Organização Acadêmica,Código do Curso de Graduação,Nome do Curso de Graduação,Código da Região Geográfica do Curso,Código da Unidade Federativa do Curso,Código do Município do Curso,Grau Acadêmico,Modalidade de Ensino,Código da área do Curso segundo a classificação CINE BRASIL,Nome da área do Curso segundo a classificação CINE BRASIL,Código da Grande Área do Curso segundo a classificação CINE BRASIL,Nome da Grande Área do Curso segundo a classificação CINE BRASIL,Ano de Ingresso,Ano de Referência,Prazo de Integralização em Anos,Ano de Integralização do Curso,Prazo de Acompanhamento do Curso em anos,Ano Máximo de Acompanhamento do Curso,Quantidade de Ingressantes no Curso,Quantidade de Permanência no Curso no ano de referência,Quantidade de Concluintes no Curso no ano de referência,Quantidade de Desistência no Curso no ano de referência,Quantidade de Falecimentos no Curso no ano de referência,Indicadores de Trajetória,Taxa de Permanência - TAP,Taxa de Conclusão Acumulada - TCA,Taxa de Desistência Acumulada - TDA,Taxa de Conclusão Anual - TCAN,Taxa de Desistência Anual - TADA
CO_IES,NO_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,CO_CURSO,NO_CURSO,CO_REGIAO,CO_UF,CO_MUNICIPIO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,CO_CINE_ROTULO,NO_CINE_ROTULO,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,NU_ANO_INGRESSO,NU_ANO_REFERENCIA,NU_PRAZO_INTEGRALIZACAO,NU_ANO_INTEGRALIZACAO,NU_PRAZO_ACOMPANHAMENTO,NU_ANO_MAXIMO_ACOMPANHAMENTO,QT_INGRESSANTE,QT_PERMANENCIA,QT_CONCLUINTE,QT_DESISTENCIA,QT_FALECIDO,TAP,TCA,TDA,TCAN,TADA
718,UNIVERSIDADE POTIGUAR,4,1,18677,FONOAUDIOLOGIA,2,24,2408102,1,1,0915F02,Fonoaudiologia,09,Saúde e bem-estar,2019,2021,5,2023,8,2026,45,34,0,1,0,"75,6","0,0","24,4","0,0","2,2"
718,UNIVERSIDADE POTIGUAR,4,1,18677,FONOAUDIOLOGIA,2,24,2408102,1,1,0915F02,Fonoaudiologia,09,Saúde e bem-estar,2019,2022,5,2023,8,2026,45,9,22,3,0,"20,0","48,9","31,1","48,9","6,7"
718,UNIVERSIDADE POTIGUAR,4,1,18677,FONOAUDIOLOGIA,2,24,2408102,1,1,0915F02,Fonoaudiologia,09,Saúde e bem-estar,2019,2023,5,2023,8,2026,45,0,3,6,0,"0,0","55,6","44,4","6,7","13,3"
718,UNIVERSIDADE POTIGUAR,4,1,18679,ARQUITETURA E URBANISMO,2,24,2408102,1,1,0731A02,Arquitetura e urbanismo,07,"Engenharia, produção e construção",2019,2019,6,2024,10,2028,103,80,1,22,0,"77,7","1,0","21,4","1,0","21,4"
718,UNIVERSIDADE POTIGUAR,4,1,18679,ARQUITETURA E URBANISMO,2,24,2408102,1,1,0731A02,Arquitetura e urbanismo,07,"Engenharia, produção e construção",2019,2020,6,2024,10,2028,103,73,0,7,0,"70,9","1,0","28,2","0,0","6,8"
718,UNIVERSIDADE POTIGUAR,4,1,18679,ARQUITETURA E URBANISMO,2,24,2408102,1,1,0731A02,Arquitetura e urbanismo,07,"Engenharia, produção e construção",2019,2021,6,2024,10,2028,103,66,0,7,0,"64,1","1,0","35,0","0,0","6,8"
718,UNIVERSIDADE POTIGUAR,4,1,18679,ARQUITETURA E URBANISMO,2,24,2408102,1,1,0731A02,Arquitetura e urbanismo,07,"Engenharia, produção e construção",2019,2022,6,2024,10,2028,103,57,1,8,0,"55,3","1,9","42,7","1,0","7,8"
718,UNIVERSIDADE POTIGUAR,4,1,18679,ARQUITETURA E URBANISMO,2,24,2408102,1,1,0731A02,Arquitetura e urbanismo,07,"Engenharia, produção e construção",2019,2023,6,2024,10,2028,103,9,12,36,0,"8,7","13,6","77,7","11,7","35,0"
718,UNIVERSIDADE POTIGUAR,4,1,18680,ENGENHARIA DE COMPUTAÇÃO,2,24,2408102,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2019,2019,6,2024,10,2028,25,23,0,2,0,"92,0","0,0","8,0","0,0","8,0"
718,UNIVERSIDADE POTIGUAR,4,1,18680,ENGENHARIA DE COMPUTAÇÃO,2,24,2408102,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2019,2020,6,2024,10,2028,25,20,0,3,0,"80,0","0,0","20,0","0,0","12,0"
718,UNIVERSIDADE POTIGUAR,4,1,18680,ENGENHARIA DE COMPUTAÇÃO,2,24,2408102,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2019,2021,6,2024,10,2028,25,14,0,6,0,"56,0","0,0","44,0","0,0","24,0"
718,UNIVERSIDADE POTIGUAR,4,1,18680,ENGENHARIA DE COMPUTAÇÃO,2,24,2408102,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2019,2022,6,2024,10,2028,25,13,0,1,0,"52,0","0,0","48,0","0,0","4,0"
718,UNIVERSIDADE POTIGUAR,4,1,18680,ENGENHARIA DE COMPUTAÇÃO,2,24,2408102,1,1,0714E04,Engenharia de computação (DCN Engenharia),07,"Engenharia, produção e construção",2019,2023,6,2024,10,2028,25,1,0,12,0,"4,0","0,0","96,0","0,0","48,0"
718,UNIVERSIDADE POTIGUAR,4,1,20566,HISTÓRIA,2,24,2408102,2,1,0114H01,História formação de professor,01,Educação,2019,2019,5,2023,8,2026,49,36,0,13,0,"73,5","0,0","26,5","0,0","26,5"
718,UNIVERSIDADE POTIGUAR,4,1,20566,HISTÓRIA,2,24,2408102,2,1,0114H01,História formação de professor,01,Educação,2019,2020,5,2023,8,2026,49,32,0,4,0,"65,3","0,0","34,7","0,0","8,2"
718,UNIVERSIDADE POTIGUAR,4,1,20566,HISTÓRIA,2,24,2408102,2,1,0114H01,História formação de professor,01,Educação,2019,2021,5,2023,8,2026,49,28,0,4,0,"57,1","0,0","42,9","0,0","8,2"
718,UNIVERSIDADE POTIGUAR,4,1,20566,HISTÓRIA,2,24,2408102,2,1,0114H01,História formação de professor,01,Educação,2019,2022,5,2023,8,2026,49,16,9,3,0,"32,7","18,4","49,0","18,4","6,1"
718,UNIVERSIDADE POTIGUAR,4,1,20566,HISTÓRIA,2,24,2408102,2,1,0114H01,História formação de professor,01,Educação,2019,2023,5,2023,8,2026,49,0,1,15,0,"0,0","20,4","79,6","2,0","30,6"
718,UNIVERSIDADE POTIGUAR,4,1,22047,SISTEMAS DE INFORMAÇÃO,2,24,2408102,1,1,0615S02,Sistemas de informação,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2019,5,2023,8,2026,54,46,0,8,0,"85,2","0,0","14,8","0,0","14,8"
718,UNIVERSIDADE POTIGUAR,4,1,22047,SISTEMAS DE INFORMAÇÃO,2,24,2408102,1,1,0615S02,Sistemas de informação,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2020,5,2023,8,2026,54,38,0,8,0,"70,4","0,0","29,6","0,0","14,8"
718,UNIVERSIDADE POTIGUAR,4,1,22047,SISTEMAS DE INFORMAÇÃO,2,24,2408102,1,1,0615S02,Sistemas de informação,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2021,5,2023,8,2026,54,28,0,10,0,"51,9","0,0","48,1","0,0","18,5"
718,UNIVERSIDADE POTIGUAR,4,1,22047,SISTEMAS DE INFORMAÇÃO,2,24,2408102,1,1,0615S02,Sistemas de informação,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2022,5,2023,8,2026,54,16,7,5,0,"29,6","13,0","57,4","13,0","9,3"
718,UNIVERSIDADE POTIGUAR,4,1,22047,SISTEMAS DE INFORMAÇÃO,2,24,2408102,1,1,0615S02,Sistemas de informação,06,Computação e Tecnologias da Informação e Comunicação (TIC),2019,2023,5,2023,8,2026,54,0,1,15,0,"0,0","14,8","85,2","1,9","27,8"
718,UNIVERSIDADE POTIGUAR,4,1,22514,LETRAS - INGLÊS,2,24,2408102,2,1,0115L15,Letras português inglês formação de professor,01,Educação,2019,2019,5,2023,8,2026,42,30,0,12,0,"71,4","0,0","28,6","0,0","28,6"
718,UNIVERSIDADE POTIGUAR,4,1,22514,LETRAS - INGLÊS,2,24,2408102,2,1,0115L15,Letras português inglês formação de professor,01,Educação,2019,2020,5,2023,8,2026,42,17,0,13,0,"40,5","0,0","59,5","0,0","31,0"
718,UNIVERSIDADE POTIGUAR,4,1,22514,LETRAS - INGLÊS,2,24,2408102,2,1,0115L15,Letras português inglês formação de professor,01,Educação,2019,2021,5,2023,8,2026,42,13,0,4,0,"31,0","0,0","69,0","0,0","9,5"
718,UNIVERSIDADE POTIGUAR,4,1,22514,LETRAS - INGLÊS,2,24,2408102,2,1,0115L15,Letras português inglês formação de professor,01,Educação,2019,2022,5,2023,8,2026,42,13,0,0,0,"31,0","0,0","69,0","0,0","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,22514,LETRAS - INGLÊS,2,24,2408102,2,1,0115L15,Letras português inglês formação de professor,01,Educação,2019,2023,5,2023,8,2026,42,0,0,13,0,"0,0","0,0","100,0","0,0","31,0"
718,UNIVERSIDADE POTIGUAR,4,1,24108,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2,24,2408102,1,1,0414P01,Publicidade e propaganda,04,"Negócios, administração e direito",2019,2019,5,2023,8,2026,61,50,0,11,0,"82,0","0,0","18,0","0,0","18,0"
718,UNIVERSIDADE POTIGUAR,4,1,24108,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2,24,2408102,1,1,0414P01,Publicidade e propaganda,04,"Negócios, administração e direito",2019,2020,5,2023,8,2026,61,35,0,15,0,"57,4","0,0","42,6","0,0","24,6"
718,UNIVERSIDADE POTIGUAR,4,1,24108,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2,24,2408102,1,1,0414P01,Publicidade e propaganda,04,"Negócios, administração e direito",2019,2021,5,2023,8,2026,61,8,0,27,0,"13,1","0,0","86,9","0,0","44,3"
718,UNIVERSIDADE POTIGUAR,4,1,24108,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2,24,2408102,1,1,0414P01,Publicidade e propaganda,04,"Negócios, administração e direito",2019,2022,5,2023,8,2026,61,8,0,0,0,"13,1","0,0","86,9","0,0","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,24108,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2,24,2408102,1,1,0414P01,Publicidade e propaganda,04,"Negócios, administração e direito",2019,2023,5,2023,8,2026,61,4,1,3,0,"6,6","1,6","91,8","1,6","4,9"
718,UNIVERSIDADE POTIGUAR,4,1,35923,PSICOLOGIA,2,24,2408102,1,1,0313P01,Psicologia,03,"Ciências sociais, comunicação e informação",2019,2019,6,2024,10,2028,479,392,1,86,0,"81,8","0,2","18,0","0,2","18,0"
718,UNIVERSIDADE POTIGUAR,4,1,35923,PSICOLOGIA,2,24,2408102,1,1,0313P01,Psicologia,03,"Ciências sociais, comunicação e informação",2019,2020,6,2024,10,2028,479,354,3,35,0,"73,9","0,8","25,3","0,6","7,3"
718,UNIVERSIDADE POTIGUAR,4,1,35923,PSICOLOGIA,2,24,2408102,1,1,0313P01,Psicologia,03,"Ciências sociais, comunicação e informação",2019,2021,6,2024,10,2028,479,325,1,28,0,"67,8","1,0","31,1","0,2","5,8"
718,UNIVERSIDADE POTIGUAR,4,1,35923,PSICOLOGIA,2,24,2408102,1,1,0313P01,Psicologia,03,"Ciências sociais, comunicação e informação",2019,2022,6,2024,10,2028,479,284,2,39,0,"59,3","1,5","39,2","0,4","8,1"
718,UNIVERSIDADE POTIGUAR,4,1,35923,PSICOLOGIA,2,24,2408102,1,1,0313P01,Psicologia,03,"Ciências sociais, comunicação e informação",2019,2023,6,2024,10,2028,479,26,103,155,0,"5,4","23,0","71,6","21,5","32,4"
718,UNIVERSIDADE POTIGUAR,4,1,41598,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2019,5,2023,8,2026,18,11,0,7,0,"61,1","0,0","38,9","0,0","38,9"
718,UNIVERSIDADE POTIGUAR,4,1,41598,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2020,5,2023,8,2026,18,5,0,6,0,"27,8","0,0","72,2","0,0","33,3"
718,UNIVERSIDADE POTIGUAR,4,1,41598,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2021,5,2023,8,2026,18,4,1,0,0,"22,2","5,6","72,2","5,6","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,41598,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2022,5,2023,8,2026,18,4,0,0,0,"22,2","5,6","72,2","0,0","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,41598,JORNALISMO,2,24,2408102,1,1,0321J01,Jornalismo,03,"Ciências sociais, comunicação e informação",2019,2023,5,2023,8,2026,18,0,0,4,0,"0,0","5,6","94,4","0,0","22,2"
718,UNIVERSIDADE POTIGUAR,4,1,41800,FARMÁCIA,2,24,2408102,1,1,0916F01,Farmácia,09,Saúde e bem-estar,2019,2019,6,2024,10,2028,96,73,1,22,0,"76,0","1,0","22,9","1,0","22,9"
718,UNIVERSIDADE POTIGUAR,4,1,41800,FARMÁCIA,2,24,2408102,1,1,0916F01,Farmácia,09,Saúde e bem-estar,2019,2020,6,2024,10,2028,96,64,0,9,0,"66,7","1,0","32,3","0,0","9,4"
718,UNIVERSIDADE POTIGUAR,4,1,41800,FARMÁCIA,2,24,2408102,1,1,0916F01,Farmácia,09,Saúde e bem-estar,2019,2021,6,2024,10,2028,96,60,0,4,0,"62,5","1,0","36,5","0,0","4,2"
718,UNIVERSIDADE POTIGUAR,4,1,41800,FARMÁCIA,2,24,2408102,1,1,0916F01,Farmácia,09,Saúde e bem-estar,2019,2022,6,2024,10,2028,96,47,5,8,0,"49,0","6,3","44,8","5,2","8,3"
718,UNIVERSIDADE POTIGUAR,4,1,41800,FARMÁCIA,2,24,2408102,1,1,0916F01,Farmácia,09,Saúde e bem-estar,2019,2023,6,2024,10,2028,96,4,30,13,0,"4,2","37,5","58,3","31,3","13,5"
718,UNIVERSIDADE POTIGUAR,4,1,42019,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2019,5,2023,8,2026,137,104,0,33,0,"75,9","0,0","24,1","0,0","24,1"
718,UNIVERSIDADE POTIGUAR,4,1,42019,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2020,5,2023,8,2026,137,74,0,30,0,"54,0","0,0","46,0","0,0","21,9"
718,UNIVERSIDADE POTIGUAR,4,1,42019,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2021,5,2023,8,2026,137,14,0,60,0,"10,2","0,0","89,8","0,0","43,8"
718,UNIVERSIDADE POTIGUAR,4,1,42019,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2022,5,2023,8,2026,137,14,0,0,0,"10,2","0,0","89,8","0,0","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,42019,PEDAGOGIA,2,24,2408102,2,1,0113P01,Pedagogia,01,Educação,2019,2023,5,2023,8,2026,137,5,1,8,0,"3,6","0,7","95,6","0,7","5,8"
718,UNIVERSIDADE POTIGUAR,4,1,50901,ADMINISTRAÇÃO,2,24,2408003,1,1,0413A01,Administração,04,"Negócios, administração e direito",2019,2019,5,2023,8,2026,73,58,0,15,0,"79,5","0,0","20,5","0,0","20,5"
718,UNIVERSIDADE POTIGUAR,4,1,50901,ADMINISTRAÇÃO,2,24,2408003,1,1,0413A01,Administração,04,"Negócios, administração e direito",2019,2020,5,2023,8,2026,73,47,0,11,0,"64,4","0,0","35,6","0,0","15,1"
718,UNIVERSIDADE POTIGUAR,4,1,50901,ADMINISTRAÇÃO,2,24,2408003,1,1,0413A01,Administração,04,"Negócios, administração e direito",2019,2021,5,2023,8,2026,73,42,1,4,0,"57,5","1,4","41,1","1,4","5,5"
718,UNIVERSIDADE POTIGUAR,4,1,50901,ADMINISTRAÇÃO,2,24,2408003,1,1,0413A01,Administração,04,"Negócios, administração e direito",2019,2022,5,2023,8,2026,73,28,10,4,0,"38,4","15,1","46,6","13,7","5,5"
718,UNIVERSIDADE POTIGUAR,4,1,50901,ADMINISTRAÇÃO,2,24,2408003,1,1,0413A01,Administração,04,"Negócios, administração e direito",2019,2023,5,2023,8,2026,73,1,6,21,0,"1,4","23,3","75,3","8,2","28,8"
718,UNIVERSIDADE POTIGUAR,4,1,50905,CIÊNCIAS CONTÁBEIS,2,24,2408003,1,1,0411C01,Contabilidade,04,"Negócios, administração e direito",2019,2019,5,2023,8,2026,116,93,0,23,0,"80,2","0,0","19,8","0,0","19,8"
718,UNIVERSIDADE POTIGUAR,4,1,50905,CIÊNCIAS CONTÁBEIS,2,24,2408003,1,1,0411C01,Contabilidade,04,"Negócios, administração e direito",2019,2020,5,2023,8,2026,116,83,0,10,0,"71,6","0,0","28,4","0,0","8,6"
718,UNIVERSIDADE POTIGUAR,4,1,50905,CIÊNCIAS CONTÁBEIS,2,24,2408003,1,1,0411C01,Contabilidade,04,"Negócios, administração e direito",2019,2021,5,2023,8,2026,116,70,2,11,0,"60,3","1,7","37,9","1,7","9,5"
718,UNIVERSIDADE POTIGUAR,4,1,50905,CIÊNCIAS CONTÁBEIS,2,24,2408003,1,1,0411C01,Contabilidade,04,"Negócios, administração e direito",2019,2022,5,2023,8,2026,116,34,22,14,0,"29,3","20,7","50,0","19,0","12,1"
718,UNIVERSIDADE POTIGUAR,4,1,50905,CIÊNCIAS CONTÁBEIS,2,24,2408003,1,1,0411C01,Contabilidade,04,"Negócios, administração e direito",2019,2023,5,2023,8,2026,116,1,10,23,0,"0,9","29,3","69,8","8,6","19,8"
718,UNIVERSIDADE POTIGUAR,4,1,69874,ENFERMAGEM,2,24,2408102,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2019,6,2024,10,2028,358,295,0,63,0,"82,4","0,0","17,6","0,0","17,6"
718,UNIVERSIDADE POTIGUAR,4,1,69874,ENFERMAGEM,2,24,2408102,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2020,6,2024,10,2028,358,263,3,29,0,"73,5","0,8","25,7","0,8","8,1"
718,UNIVERSIDADE POTIGUAR,4,1,69874,ENFERMAGEM,2,24,2408102,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2021,6,2024,10,2028,358,237,6,20,0,"66,2","2,5","31,3","1,7","5,6"
718,UNIVERSIDADE POTIGUAR,4,1,69874,ENFERMAGEM,2,24,2408102,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2022,6,2024,10,2028,358,197,13,27,0,"55,0","6,1","38,8","3,6","7,5"
718,UNIVERSIDADE POTIGUAR,4,1,69874,ENFERMAGEM,2,24,2408102,1,1,0913E01,Enfermagem,09,Saúde e bem-estar,2019,2023,6,2024,10,2028,358,19,111,67,0,"5,3","37,2","57,5","31,0","18,7"
718,UNIVERSIDADE POTIGUAR,4,1,71055,MARKETING,2,24,2408003,3,1,0414M01,Marketing,04,"Negócios, administração e direito",2019,2019,3,2021,4,2022,28,23,0,5,0,"82,1","0,0","17,9","0,0","17,9"
718,UNIVERSIDADE POTIGUAR,4,1,71055,MARKETING,2,24,2408003,3,1,0414M01,Marketing,04,"Negócios, administração e direito",2019,2020,3,2021,4,2022,28,22,0,1,0,"78,6","0,0","21,4","0,0","3,6"
718,UNIVERSIDADE POTIGUAR,4,1,71055,MARKETING,2,24,2408003,3,1,0414M01,Marketing,04,"Negócios, administração e direito",2019,2021,3,2021,4,2022,28,13,7,2,0,"46,4","25,0","28,6","25,0","7,1"
718,UNIVERSIDADE POTIGUAR,4,1,71055,MARKETING,2,24,2408003,3,1,0414M01,Marketing,04,"Negócios, administração e direito",2019,2022,3,2021,4,2022,28,10,1,2,0,"35,7","28,6","35,7","3,6","7,1"
718,UNIVERSIDADE POTIGUAR,4,1,71055,MARKETING,2,24,2408003,3,1,0414M01,Marketing,04,"Negócios, administração e direito",2019,2023,3,2021,4,2022,28,1,3,6,0,"3,6","39,3","57,1","10,7","21,4"
718,UNIVERSIDADE POTIGUAR,4,1,75603,EDUCAÇÃO FÍSICA,2,24,2408102,2,1,0114E03,Educação física formação de professor,01,Educação,2019,2019,5,2023,8,2026,29,17,0,12,0,"58,6","0,0","41,4","0,0","41,4"
718,UNIVERSIDADE POTIGUAR,4,1,75603,EDUCAÇÃO FÍSICA,2,24,2408102,2,1,0114E03,Educação física formação de professor,01,Educação,2019,2020,5,2023,8,2026,29,14,0,3,0,"48,3","0,0","51,7","0,0","10,3"
718,UNIVERSIDADE POTIGUAR,4,1,75603,EDUCAÇÃO FÍSICA,2,24,2408102,2,1,0114E03,Educação física formação de professor,01,Educação,2019,2021,5,2023,8,2026,29,13,0,1,0,"44,8","0,0","55,2","0,0","3,4"
718,UNIVERSIDADE POTIGUAR,4,1,75603,EDUCAÇÃO FÍSICA,2,24,2408102,2,1,0114E03,Educação física formação de professor,01,Educação,2019,2022,5,2023,8,2026,29,8,0,5,0,"27,6","0,0","72,4","0,0","17,2"
718,UNIVERSIDADE POTIGUAR,4,1,75603,EDUCAÇÃO FÍSICA,2,24,2408102,2,1,0114E03,Educação física formação de professor,01,Educação,2019,2023,5,2023,8,2026,29,0,1,7,0,"0,0","3,4","96,6","3,4","24,1"
718,UNIVERSIDADE POTIGUAR,4,1,75604,EDUCAÇÃO FÍSICA,2,24,2408102,1,1,0915E01,Educação física,09,Saúde e bem-estar,2019,2019,5,2023,8,2026,142,114,0,28,0,"80,3","0,0","19,7","0,0","19,7"
718,UNIVERSIDADE POTIGUAR,4,1,75604,EDUCAÇÃO FÍSICA,2,24,2408102,1,1,0915E01,Educação física,09,Saúde e bem-estar,2019,2020,5,2023,8,2026,142,97,3,14,0,"68,3","2,1","29,6","2,1","9,9"
718,UNIVERSIDADE POTIGUAR,4,1,75604,EDUCAÇÃO FÍSICA,2,24,2408102,1,1,0915E01,Educação física,09,Saúde e bem-estar,2019,2021,5,2023,8,2026,142,79,4,14,0,"55,6","4,9","39,4","2,8","9,9"
718,UNIVERSIDADE POTIGUAR,4,1,75604,EDUCAÇÃO FÍSICA,2,24,2408102,1,1,0915E01,Educação física,09,Saúde e bem-estar,2019,2022,5,2023,8,2026,142,43,22,14,0,"30,3","20,4","49,3","15,5","9,9"
718,UNIVERSIDADE POTIGUAR,4,1,75604,EDUCAÇÃO FÍSICA,2,24,2408102,1,1,0915E01,Educação física,09,Saúde e bem-estar,2019,2023,5,2023,8,2026,142,5,8,30,0,"3,5","26,1","70,4","5,6","21,1"
718,UNIVERSIDADE POTIGUAR,4,1,75606,NUTRIÇÃO,2,24,2408102,1,1,0915N01,Nutrição,09,Saúde e bem-estar,2019,2019,5,2023,8,2026,199,169,0,30,0,"84,9","0,0","15,1","0,0","15,1"
718,UNIVERSIDADE POTIGUAR,4,1,75606,NUTRIÇÃO,2,24,2408102,1,1,0915N01,Nutrição,09,Saúde e bem-estar,2019,2020,5,2023,8,2026,199,157,0,12,0,"78,9","0,0","21,1","0,0","6,0"
718,UNIVERSIDADE POTIGUAR,4,1,75606,NUTRIÇÃO,2,24,2408102,1,1,0915N01,Nutrição,09,Saúde e bem-estar,2019,2021,5,2023,8,2026,199,144,6,7,0,"72,4","3,0","24,6","3,0","3,5"
718,UNIVERSIDADE POTIGUAR,4,1,75606,NUTRIÇÃO,2,24,2408102,1,1,0915N01,Nutrição,09,Saúde e bem-estar,2019,2022,5,2023,8,2026,199,80,0,64,0,"40,2","3,0","56,8","0,0","32,2"
718,UNIVERSIDADE POTIGUAR,4,1,75606,NUTRIÇÃO,2,24,2408102,1,1,0915N01,Nutrição,09,Saúde e bem-estar,2019,2023,5,2023,8,2026,199,5,35,40,0,"2,5","20,6","76,9","17,6","20,1"
718,UNIVERSIDADE POTIGUAR,4,1,75608,SERVIÇO SOCIAL,2,24,2408102,1,1,0923S01,Serviço social,09,Saúde e bem-estar,2019,2019,4,2022,7,2025,56,40,5,11,0,"71,4","8,9","19,6","8,9","19,6"
718,UNIVERSIDADE POTIGUAR,4,1,75608,SERVIÇO SOCIAL,2,24,2408102,1,1,0923S01,Serviço social,09,Saúde e bem-estar,2019,2020,4,2022,7,2025,56,33,3,4,0,"58,9","14,3","26,8","5,4","7,1"
718,UNIVERSIDADE POTIGUAR,4,1,75608,SERVIÇO SOCIAL,2,24,2408102,1,1,0923S01,Serviço social,09,Saúde e bem-estar,2019,2021,4,2022,7,2025,56,28,3,2,0,"50,0","19,6","30,4","5,4","3,6"
718,UNIVERSIDADE POTIGUAR,4,1,75608,SERVIÇO SOCIAL,2,24,2408102,1,1,0923S01,Serviço social,09,Saúde e bem-estar,2019,2022,4,2022,7,2025,56,12,9,7,0,"21,4","35,7","42,9","16,1","12,5"
718,UNIVERSIDADE POTIGUAR,4,1,75608,SERVIÇO SOCIAL,2,24,2408102,1,1,0923S01,Serviço social,09,Saúde e bem-estar,2019,2023,4,2022,7,2025,56,1,0,11,0,"1,8","35,7","62,5","0,0","19,6"
718,UNIVERSIDADE POTIGUAR,4,1,84944,DIREITO,2,24,2408003,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2019,6,2024,10,2028,429,364,0,65,0,"84,8","0,0","15,2","0,0","15,2"
718,UNIVERSIDADE POTIGUAR,4,1,84944,DIREITO,2,24,2408003,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2020,6,2024,10,2028,429,333,2,29,0,"77,6","0,5","21,9","0,5","6,8"
718,UNIVERSIDADE POTIGUAR,4,1,84944,DIREITO,2,24,2408003,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2021,6,2024,10,2028,429,309,2,22,0,"72,0","0,9","27,0","0,5","5,1"
718,UNIVERSIDADE POTIGUAR,4,1,84944,DIREITO,2,24,2408003,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2022,6,2024,10,2028,429,268,3,38,0,"62,5","1,6","35,9","0,7","8,9"
718,UNIVERSIDADE POTIGUAR,4,1,84944,DIREITO,2,24,2408003,1,1,0421D01,Direito,04,"Negócios, administração e direito",2019,2023,6,2024,10,2028,429,31,125,112,0,"7,2","30,8","62,0","29,1","26,1"
718,UNIVERSIDADE POTIGUAR,4,1,91219,MEDICINA,2,24,2408102,1,1,0912M01,Medicina,09,Saúde e bem-estar,2019,2019,7,2025,10,2028,273,265,0,8,0,"97,1","0,0","2,9","0,0","2,9"
718,UNIVERSIDADE POTIGUAR,4,1,91219,MEDICINA,2,24,2408102,1,1,0912M01,Medicina,09,Saúde e bem-estar,2019,2020,7,2025,10,2028,273,258,0,7,0,"94,5","0,0","5,5","0,0","2,6"
718,UNIVERSIDADE POTIGUAR,4,1,91219,MEDICINA,2,24,2408102,1,1,0912M01,Medicina,09,Saúde e bem-estar,2019,2021,7,2025,10,2028,273,256,2,0,0,"93,8","0,7","5,5","0,7","0,0"
718,UNIVERSIDADE POTIGUAR,4,1,91219,MEDICINA,2,24,2408102,1,1,0912M01,Medicina,09,Saúde e bem-estar,2019,2022,7,2025,10,2028,273,248,0,8,0,"90,8","0,7","8,4","0,0","2,9"
718,UNIVERSIDADE POTIGUAR,4,1,91219,MEDICINA,2,24,2408102,1,1,0912M01,Medicina,09,Saúde e bem-estar,2019,2023,7,2025,10,2028,273,220,17,11,0,"80,6","7,0","12,5","6,2","4,0"
